u,v,w,x,y
0,25260,23.99,6.233259523100965,14.669643239394803
0,1230,73.56,6.233259523100965,14.669643239394803
0,39087,23.65,6.233259523100965,14.669643239394803
1,49156,18.04,61.52461231523528,18.38997432878885
1,84489,58.11,61.52461231523528,18.38997432878885
1,91739,38.88,61.52461231523528,18.38997432878885
2,52160,72.12,3.394301253534948,15.005090956373301
2,63620,79.62,3.394301253534948,15.005090956373301
2,36939,64.64,3.394301253534948,15.005090956373301
3,14645,21.49,4.529726099274123,19.20941557714778
3,69612,35.53,4.529726099274123,19.20941557714778
3,51425,48.93,4.529726099274123,19.20941557714778
4,70420,27.84,25.72748116975977,75.65102286215605
4,39923,12.68,25.72748116975977,75.65102286215605
4,60333,8.24,25.72748116975977,75.65102286215605
5,42733,38.84,45.020954650877584,90.56858840399568
5,80223,27.07,45.020954650877584,90.56858840399568
5,55098,88.34,45.020954650877584,90.56858840399568
6,89932,103.77,99.55643174399651,51.40341593231009
6,2460,23.69,99.55643174399651,51.40341593231009
6,18938,38.9,99.55643174399651,51.40341593231009
7,4302,69.05,62.54962063957874,30.17814659737209
7,92019,56.47,62.54962063957874,30.17814659737209
7,58154,45.14,62.54962063957874,30.17814659737209
8,19107,95.82,93.84888334056181,90.35974549141348
8,34762,69.53,93.84888334056181,90.35974549141348
8,89173,50.87,93.84888334056181,90.35974549141348
9,48671,44.52,61.1382703947453,25.75176176750338
9,99403,21.27,61.1382703947453,25.75176176750338
9,81961,58.45,61.1382703947453,25.75176176750338
10,56186,54.83,9.057736315847498,62.862764116290826
10,77242,82.9,9.057736315847498,62.862764116290826
10,42959,13.73,9.057736315847498,62.862764116290826
11,91242,47.74,73.47589829122872,22.787476184529964
11,25851,54.3,73.47589829122872,22.787476184529964
11,45863,95.75,73.47589829122872,22.787476184529964
12,41933,52.96,38.248559555692744,44.09921652623876
12,10688,42.51,38.248559555692744,44.09921652623876
12,61289,47.89,38.248559555692744,44.09921652623876
13,65571,85.52,53.24019064539868,9.683069554306412
13,72399,5.39,53.24019064539868,9.683069554306412
13,47573,97.83,53.24019064539868,9.683069554306412
14,23417,56.44,73.70380462886973,65.6178136374712
14,44756,61.53,73.70380462886973,65.6178136374712
14,43344,48.76,73.70380462886973,65.6178136374712
15,75238,95.5,95.4695106113933,3.2168470246695335
15,85102,46.21,95.4695106113933,3.2168470246695335
15,95585,74.54,95.4695106113933,3.2168470246695335
16,43718,82.41,49.809544992372714,87.0642121872141
16,51751,83.9,49.809544992372714,87.0642121872141
16,93110,83.25,49.809544992372714,87.0642121872141
17,24678,48.8,39.64470504728075,36.84336389659508
17,76124,14.62,39.64470504728075,36.84336389659508
17,96302,44.99,39.64470504728075,36.84336389659508
18,30843,21.83,68.17341171130839,93.52464169907886
18,238,40.68,68.17341171130839,93.52464169907886
18,93802,73.41,68.17341171130839,93.52464169907886
19,8391,73.79,13.375340450336948,24.46085927845194
19,54724,49.74,13.375340450336948,24.46085927845194
19,85373,56.61,13.375340450336948,24.46085927845194
20,47675,33.86,73.86035022587969,66.14870541128116
20,70325,64.0,73.86035022587969,66.14870541128116
20,64449,19.17,73.86035022587969,66.14870541128116
21,82197,71.35,28.18568177242514,90.35864662778046
21,27663,53.75,28.18568177242514,90.35864662778046
21,91975,27.78,28.18568177242514,90.35864662778046
22,84546,46.15,8.804290926138147,93.0153735734659
22,98177,26.89,8.804290926138147,93.0153735734659
22,14498,69.86,8.804290926138147,93.0153735734659
23,3687,65.41,77.61097676756452,72.76993659039825
23,44110,69.16,77.61097676756452,72.76993659039825
23,76424,68.7,77.61097676756452,72.76993659039825
24,61545,13.03,23.491138808612146,14.557238944182572
24,4082,36.44,23.491138808612146,14.557238944182572
24,20785,30.16,23.491138808612146,14.557238944182572
25,53230,61.16,4.612695282365664,48.98534889332723
25,96164,12.75,4.612695282365664,48.98534889332723
25,98118,93.4,4.612695282365664,48.98534889332723
26,21543,40.53,62.79458239005986,17.223848424846565
