u,v,w,x,y
0,5934,76.44,17.493684077166527,44.385395036280265
0,9853,73.14,17.493684077166527,44.385395036280265
0,8585,57.18,17.493684077166527,44.385395036280265
1,3647,30.01,21.00271879907488,45.61144932046841
1,6042,20.33,21.00271879907488,45.61144932046841
1,9952,58.39,21.00271879907488,45.61144932046841
2,5383,57.11,81.21019862419897,60.967020630889145
2,6131,71.76,81.21019862419897,60.967020630889145
2,4865,82.84,81.21019862419897,60.967020630889145
3,4186,69.58,79.45959548500056,69.99747739687002
3,1893,5.04,79.45959548500056,69.99747739687002
3,7464,30.78,79.45959548500056,69.99747739687002
4,7726,98.35,7.5614985521406775,0.8801332115077498
4,5115,37.72,7.5614985521406775,0.8801332115077498
4,7030,95.6,7.5614985521406775,0.8801332115077498
5,3658,36.62,66.88331245047272,93.57200223755565
5,1247,75.01,66.88331245047272,93.57200223755565
5,9708,83.75,66.88331245047272,93.57200223755565
6,2769,35.64,69.42268183988968,8.33287440756527
6,8596,49.56,69.42268183988968,8.33287440756527
6,81,95.94,69.42268183988968,8.33287440756527
7,2449,64.17,58.79996317396845,90.96162240080756
7,2575,55.28,58.79996317396845,90.96162240080756
7,3636,36.56,58.79996317396845,90.96162240080756
8,4672,86.93,79.07391760639581,61.97771180690774
8,4614,60.04,79.07391760639581,61.97771180690774
8,6527,56.9,79.07391760639581,61.97771180690774
9,6087,32.89,84.50028520466621,48.22511952377799
9,1538,11.28,84.50028520466621,48.22511952377799
9,7907,58.64,84.50028520466621,48.22511952377799
10,6064,56.18,6.198887157806377,52.3621732422717
10,8606,18.33,6.198887157806377,52.3621732422717
10,7416,31.22,6.198887157806377,52.3621732422717
11,2989,51.69,64.94663334609689,96.99491118149612
11,2182,82.22,64.94663334609689,96.99491118149612
11,1697,84.03,64.94663334609689,96.99491118149612
12,5219,23.93,59.76368291395554,38.75324455064878
12,748,29.89,59.76368291395554,38.75324455064878
12,446,26.08,59.76368291395554,38.75324455064878
13,8971,84.54,10.65098822335948,16.042499988396575
13,8059,59.02,10.65098822335948,16.042499988396575
13,9367,85.56,10.65098822335948,16.042499988396575
14,862,54.51,98.29232940330164,90.76353892473061
14,7865,51.64,98.29232940330164,90.76353892473061
14,9439,84.6,98.29232940330164,90.76353892473061
15,316,21.86,23.981208406588316,26.734915052685594
15,664,46.99,23.981208406588316,26.734915052685594
15,5057,84.48,23.981208406588316,26.734915052685594
16,5785,59.98,78.30843532149969,60.919835079030435
16,8961,46.31,78.30843532149969,60.919835079030435
16,4082,53.97,78.30843532149969,60.919835079030435
17,7841,90.13,60.83096211453275,6.004581764461136
17,2440,83.84,60.83096211453275,6.004581764461136
17,8881,49.12,60.83096211453275,6.004581764461136
18,7249,39.76,72.97546274370696,8.017730610381813
18,9770,19.3,72.97546274370696,8.017730610381813
18,1508,30.66,72.97546274370696,8.017730610381813
19,7358,16.3,69.72562794829678,73.77691920094297
19,686,23.35,69.72562794829678,73.77691920094297
19,6098,59.58,69.72562794829678,73.77691920094297
20,215,72.01,61.015168027991294,95.93528798550203
20,9443,47.61,61.015168027991294,95.93528798550203
20,3702,82.99,61.015168027991294,95.93528798550203
21,5205,53.43,81.17968167568556,19.129143396761116
21,6943,97.71,81.17968167568556,19.129143396761116
21,9636,10.34,81.17968167568556,19.129143396761116
22,919,94.76,78.76739166184412,1.581355502676629
22,4456,69.99,78.76739166184412,1.581355502676629
22,8318,38.08,78.76739166184412,1.581355502676629
23,523,63.55,69.12621925065416,33.300139382987815
23,5026,87.92,69.12621925065416,33.300139382987815
23,7030,26.2,69.12621925065416,33.300139382987815
24,2588,51.28,54.03233922037367,61.43828761683891
24,5101,14.37,54.03233922037367,61.43828761683891
24,3952,38.38,54.03233922037367,61.43828761683891
25,1868,9.55,91.1167969063609,26.216842396412233
25,7464,75.65,91.1167969063609,26.216842396412233
25,1677,30.42,91.1167969063609,26.216842396412233
26,3790,36.67,97.45652612535186,60.79881204777217
26,7984,68.57,97.45652612535186,60.79881204777217
26,8359,87.39,97.45652612535186,60.79881204777217
27,292,17.98,19.07675936296105,78.44230340615793
27,4806,68.27,19.07675936296105,78.44230340615793
27,7423,77.43,19.07675936296105,78.44230340615793
28,4620,64.12,28.419002025178198,58.83652129117084
28,7857,22.69,28.419002025178198,58.83652129117084
28,944,47.63,28.419002025178198,58.83652129117084
29,3403,42.43,70.94096178980243,98.72617768728415
29,7025,104.62,70.94096178980243,98.72617768728415
29,9913,69.58,70.94096178980243,98.72617768728415
30,5675,44.96,90.15694101587964,61.08000690790959
30,2537,19.38,90.15694101587964,61.08000690790959
30,9250,56.75,90.15694101587964,61.08000690790959
31,3351,41.41,17.555946040047875,71.53130501002583
31,1683,24.32,17.555946040047875,71.53130501002583
31,4285,25.24,17.555946040047875,71.53130501002583
32,7036,81.9,9.046024078341475,96.58183504527724
